Address
Tallinna Kotka Selver
Tallinna Kolde Selver
Tallinna Kopli Maxima X
Tallinna Kristiine keskus
Tallinna Kärberi keskus
Tallinna Lasnamäe Centrum
Tallinna Lasnamäe Prisma
Tallinna Linnamäe Maxima XXX
Tallinna Läänemere Selver
Tallinna Magdaleena
Tallinna Magistrali keskus
Tallinna Mustamäe keskus
Tallinna Mustakivi keskus
Tallinna Marienthali Selver
Tallinna Mustika keskus
Tallinna Mähe Grossi kaubad
Tallinna Männiku Rimi
Tallinna Narva mnt Selver
Tallinna Nautica keskus
Tallinna Nurmenuku keskus
Tallinna Nõmme tee Maxima
Tallinna Pallasti Maxima X
Tallinna Paasiku Grossi kauplus
Tallinna Paepargi Maxima XX
Tallinna Pelgulinna Selver
Tallinna Pirita keskus
Tallinna Pirita Selver
Tallinna Punane Selver
Tallinna Põhja Rimi
Tallinna Pääsküla Rimi
Tallinna Raudalu Konsum
Tallinna Ristiku Selver
Tallinna Rocca al mare keskus
Tallinna Sikupilli keskus
Tallinna Smuuli Maxima XX
Tallinna Stroomi keskus
Tallinna Stockmann
Tallinna Sõpruse Rimi
Tallinna Telliskivi Rimi
Tallinna Telia WoHo
Tallinna Tehnikaülikool
Tallinna Tondi Selver
Tallinna Torupilli Selver
Tallinna Tähesaju Selver
Tallinna Tööstuse Rimi
Tallinna Vilde tee Maxima XX
Tallinna Vineeri trammipeatus
Tallinna Viru keskuse bussiterminal
Tallinna Järveotsa Grossi kauplus
Tallinna Keskturu parkla
Tallinna Kivila Grossi kaupluse
Tallinna Linnamäe Konsum
Tallinna Õismäe tee 88 Maxima X
Tallinna Õismäe Maxima XX
Tallinna Õismäe Maxima XXX
Tallinna Ülemiste keskus
Tallinna Ümera keskus
Tapa Konsum
Tapa Maxima X
Tartu Anne Maxima XX
Tartu Anne Prisma
Tartu Aardla Selver
Tartu Eedeni keskus
Tartu Lembitu Konsum
Tartu Sõbrakeskus
Tartu Karete Konsum
Tartu Kivilinna Konsum
Tartu bussijaam
Tartu Lõunakeskus
Tartu Mõisavahe Konsum
Tartu Raadi Maxima XX
Tartu Raadimõisa Konsum
Tartu Rebase Rimi
Tartu Riiamäe Alexela
Tartu Ringtee Selver
Tartu Veeriku Selver
Tiskre Prisma
Tõrva Kevade keskus
Tartu Ujula Konsum
Tõrvandi Konsum
Tõstamaa Food Market
Turba Kauplus
Türi Konsum
Uuemõisa Konsum
Vaida A ja O
Varstu kauplus
Voka Grossi kaubad
Võhma Konsum
Valga Rimi
Valga Maxima
Vastseliina Konsum
Vasalemma Meie kauplus
Viimsi Maxima X
Viimsi Pärnamäe Keskus
Viimsi Selver
Viiratsi Konsum
Viljandi Männimäe Rimi
Viljandi Maksimarket
Viljandi bussijaam
Virtsu Konsum
Võru Maksimarket
Võru Maxima XX
Väike-Maarja Konsum
Vändra Grossi kauplus
Värska kauplus
Vääna-Jõesuu Meie kauplus
Ülenurme Konsum
